_index,chapter,name_a,name_b,relationship,原文
65,27,季苇萧,鲍廷玺,"鲍廷玺去苏州寻大哥途中遇季苇萧，季苇萧是王管家的孙女婿，鲍廷玺是季苇萧姑丈。Pao Ting-hsi met Chi Wei-hsiao on his way to find his elder brother. Chi Wei-hsiao was the grandson-in-law of Steward Wang, so Pao Ting-hsi was Chi Wei-hsiao's uncle-in-law.","鲍廷玺惊道：“在下姓鲍。相公尊姓大名？怎样这样称呼？”那少年道：“你可是安庆府向太爷衙门里王老爹的女婿？”鲍廷玺道：“我便是。相公怎的知道？”那少年道：“我便是王老爹的孙女婿，你老人家可不是我的姑丈人么？” “My name is Pao,” admitted Ting-hsi, much surprised. “May I ask your name? Why do you call me uncle?” “Didn’t you marry Mr. Wang’s daughter in Prefect Hsiang’s yamen at Anching?” “Yes. How did you know?” “I married Mr. Wang’s granddaughter. Doesn’t that make you my uncle?”"
67,28,季苇萧,季恬逸,季苇萧让鲍廷玺帮忙带书信给他同乡的朋友季恬逸。Chi Wei-hsiao asked Pao Ting-hsi to deliver a letter to his friend Chi Tien-yi in Nanjing.,
73,29,季苇萧,萧金铉,"季苇萧，季恬逸和萧金铉是同乡。季苇萧来找季恬逸，结识了同乡萧金铉，以及诸葛佑，杜慎卿。Chi Wei-hsiao, Chi Tien-yi and Hsiao Chin-hsuan were fellow townsmen. Chi Wei-hsiao visited Chi Tien-yi and met his fellow townsman Hsiao Chin-hsuan,  also Chuko and Tu Shen-ching.","季恬逸道：“此位是盱眙诸葛天申先生。此位就是我们同乡萧金铉先生，你难道不认得？” “This is Mr. Chuko Tien-shen of Hsuyi. And this is Mr. Hsiao Chin-hsuan from our district. You know him, don’t you?”"
75,29,季苇萧,杜慎卿,"季苇萧仰慕杜慎卿，两人成了关系紧密的朋友。Chi Wei-hsiao admired Tu Shen-ching, and the two became close friends.","季恬逸道：“这位先生，说出来你更欢喜哩。他是天长杜宗伯公公孙杜十七先生讳倩、字慎卿的。你可知道他么？”季苇萧惊道：“就是去岁宗师考取贵府二十七州县的诗赋首卷杜先生？小弟渴想久了！今日才得见面！”倒身拜下去。杜慎卿陪他磕了头起来。 “You will be even more delighted to make this gentleman’s acquaintance,” replied Chi Tien-yi. “He is Mr. Tu Shen-ching, seventeenth grandson of Minister Tu of Tienchang. You must have heard of him.” “Is this the Mr. Tu whose poems won him first place last year in the examination for twenty-seven counties in your prefecture?” Chi Wei-hsiao spoke with respect. “I have long wanted to make his acquaintance, but never had the opportunity!”"
66,28,季恬逸,鲍廷玺,季苇萧让鲍廷玺帮忙带书信给他同乡的朋友季恬逸。Chi Wei-hsiao asked Pao Ting-hsi to deliver a letter to his friend Chi Tien-yi in Nanjing.,"鲍廷玺问道：“姑爷，你带书子到南京与那一位朋友？”季苇萧道：“他也是我们安庆人，也姓季，叫作季恬逸，和我同姓不宗。前日同我一路出来的。我如今在这里不得回去，他是没用的人，寄个字叫他回家。” “Who is the friend to whom you want me to take a letter, nephew?” asked Ting-hsi. “A man from Anching, whose name is also Chi — Chi Tien-yi. We’re not related, though. He came out with me, and he’s completely incompetent, so now that I shan’t be going back I must write to tell him to go home.”"
67,28,季恬逸,季苇萧,季苇萧让鲍廷玺帮忙带书信给他同乡的朋友季恬逸。Chi Wei-hsiao asked Pao Ting-hsi to deliver a letter to his friend Chi Tien-yi in Nanjing.,
68,28,季恬逸,诸葛佑,诸葛佑请季恬逸找选书先生，想一起刻书成名。Chuko asked Chi Tien-yi to find a book selector and work together to publish a book.,"那人道：“不拘那一位。我小弟有二三百银子，要选一部文章。烦先生替我寻一位来，我同他好合选。”季恬逸道：“你先生尊姓贵处？也说与我，我好去寻人。”那人道：“我覆姓诸葛，盱眙县人。 “It doesn’t matter which. I’ve two or three hundred taels of silver to spend on compiling a collection of essays. I’ll trouble you to fetch one of your friends here, to collaborate with me.” “May I know your honourable name and place of origin, so that I can tell them who you are?” “My name is Chuko, and I come from Hsuyi County. I dare say they have heard of me. Will you go and fetch one of them, then?”"
71,29,季恬逸,杜慎卿,诸葛佑路上遇见杜慎卿，认得他是同乡名士，带季恬逸和萧金铉一起去拜访结识他。Chuko met his fellow townsman Tu Shen-ching on the road and introduced him to Chi Tien-yi and Hsiao Chin-hsuan.,
74,29,季恬逸,萧金铉,"季苇萧，季恬逸和萧金铉是同乡。季苇萧来找季恬逸，结识了同乡萧金铉，以及诸葛佑，杜慎卿。Chi Wei-hsiao, Chi Tien-yi and Hsiao Chin-hsuan were fellow townsmen. Chi Wei-hsiao visited Chi Tien-yi and met his fellow townsman Hsiao Chin-hsuan,  also Chuko and Tu Shen-ching.",
68,28,诸葛佑,季恬逸,诸葛佑请季恬逸找选书先生，想一起刻书成名。Chuko asked Chi Tien-yi to find a book selector and work together to publish a book.,"那人道：“不拘那一位。我小弟有二三百银子，要选一部文章。烦先生替我寻一位来，我同他好合选。”季恬逸道：“你先生尊姓贵处？也说与我，我好去寻人。”那人道：“我覆姓诸葛，盱眙县人。 “It doesn’t matter which. I’ve two or three hundred taels of silver to spend on compiling a collection of essays. I’ll trouble you to fetch one of your friends here, to collaborate with me.” “May I know your honourable name and place of origin, so that I can tell them who you are?” “My name is Chuko, and I come from Hsuyi County. I dare say they have heard of me. Will you go and fetch one of them, then?”"
69,28,诸葛佑,萧金铉,"季恬逸介绍同乡朋友萧金铉给诸葛佑，两人共同刻书。Chi Tien-yi introduced his fellow townsman Hsiao Chin-hsuan to Chuko, and the two of them collaborated to compile books.",那人道：“小弟覆姓诸葛，名佑，字天申。”萧金铉道：“小弟姓萧，名鼎，字金铉。”季恬逸就把方才诸葛天申有几百银子要选文章的话说了。“My name is Chuko Tien-shen.” “I am Hsiao Chin-hsuan.” Chi Tien-yi explained that Mr. Chuko had several hundred taels of silver to spend on compiling a book of essays.
70,29,诸葛佑,杜慎卿,诸葛佑路上遇见杜慎卿，认得他是同乡名士，带季恬逸和萧金铉一起去拜访结识他。Chuko met his fellow townsman Tu Shen-ching on the road and introduced him to Chi Tien-yi and Hsiao Chin-hsuan.,"诸葛天申向两人道：“方才这进去的是天长杜宗伯的令孙，我认得他。是我们那边的名土。不知他来做什么？我明日去会他。”/ 杜公孙问了两位的姓名、籍贯，自己又说道：“小弟贱名倩，贱字慎卿。” “The man who just passed is the grandson of Minister Tu of Tienchang, said Chuko. I have met him. He is a famous scholar in our district. I wonder what he is doing here? I must call on him tomorrow.” / After exchanging greetings they sat down, and Tu asked Hsiao and Chi their names and where they came from. “My name is Tu Shen-ching,” he volunteered."
69,28,萧金铉,诸葛佑,"季恬逸介绍同乡朋友萧金铉给诸葛佑，两人共同刻书。Chi Tien-yi introduced his fellow townsman Hsiao Chin-hsuan to Chuko, and the two of them collaborated to compile books.",那人道：“小弟覆姓诸葛，名佑，字天申。”萧金铉道：“小弟姓萧，名鼎，字金铉。”季恬逸就把方才诸葛天申有几百银子要选文章的话说了。“My name is Chuko Tien-shen.” “I am Hsiao Chin-hsuan.” Chi Tien-yi explained that Mr. Chuko had several hundred taels of silver to spend on compiling a book of essays.
72,29,萧金铉,杜慎卿,诸葛佑路上遇见杜慎卿，认得他是同乡名士，带季恬逸和萧金铉一起去拜访结识他。Chuko met his fellow townsman Tu Shen-ching on the road and introduced him to Chi Tien-yi and Hsiao Chin-hsuan.,
73,29,萧金铉,季苇萧,"季苇萧，季恬逸和萧金铉是同乡。季苇萧来找季恬逸，结识了同乡萧金铉，以及诸葛佑，杜慎卿。Chi Wei-hsiao, Chi Tien-yi and Hsiao Chin-hsuan were fellow townsmen. Chi Wei-hsiao visited Chi Tien-yi and met his fellow townsman Hsiao Chin-hsuan,  also Chuko and Tu Shen-ching.","季恬逸道：“此位是盱眙诸葛天申先生。此位就是我们同乡萧金铉先生，你难道不认得？” “This is Mr. Chuko Tien-shen of Hsuyi. And this is Mr. Hsiao Chin-hsuan from our district. You know him, don’t you?”"
74,29,萧金铉,季恬逸,"季苇萧，季恬逸和萧金铉是同乡。季苇萧来找季恬逸，结识了同乡萧金铉，以及诸葛佑，杜慎卿。Chi Wei-hsiao, Chi Tien-yi and Hsiao Chin-hsuan were fellow townsmen. Chi Wei-hsiao visited Chi Tien-yi and met his fellow townsman Hsiao Chin-hsuan,  also Chuko and Tu Shen-ching.",
70,29,杜慎卿,诸葛佑,诸葛佑路上遇见杜慎卿，认得他是同乡名士，带季恬逸和萧金铉一起去拜访结识他。Chuko met his fellow townsman Tu Shen-ching on the road and introduced him to Chi Tien-yi and Hsiao Chin-hsuan.,"诸葛天申向两人道：“方才这进去的是天长杜宗伯的令孙，我认得他。是我们那边的名土。不知他来做什么？我明日去会他。”/ 杜公孙问了两位的姓名、籍贯，自己又说道：“小弟贱名倩，贱字慎卿。” “The man who just passed is the grandson of Minister Tu of Tienchang, said Chuko. I have met him. He is a famous scholar in our district. I wonder what he is doing here? I must call on him tomorrow.” / After exchanging greetings they sat down, and Tu asked Hsiao and Chi their names and where they came from. “My name is Tu Shen-ching,” he volunteered."
71,29,杜慎卿,季恬逸,诸葛佑路上遇见杜慎卿，认得他是同乡名士，带季恬逸和萧金铉一起去拜访结识他。Chuko met his fellow townsman Tu Shen-ching on the road and introduced him to Chi Tien-yi and Hsiao Chin-hsuan.,
72,29,杜慎卿,萧金铉,诸葛佑路上遇见杜慎卿，认得他是同乡名士，带季恬逸和萧金铉一起去拜访结识他。Chuko met his fellow townsman Tu Shen-ching on the road and introduced him to Chi Tien-yi and Hsiao Chin-hsuan.,
75,29,杜慎卿,季苇萧,"季苇萧仰慕杜慎卿，两人成了关系紧密的朋友。Chi Wei-hsiao admired Tu Shen-ching, and the two became close friends.","季恬逸道：“这位先生，说出来你更欢喜哩。他是天长杜宗伯公公孙杜十七先生讳倩、字慎卿的。你可知道他么？”季苇萧惊道：“就是去岁宗师考取贵府二十七州县的诗赋首卷杜先生？小弟渴想久了！今日才得见面！”倒身拜下去。杜慎卿陪他磕了头起来。 “You will be even more delighted to make this gentleman’s acquaintance,” replied Chi Tien-yi. “He is Mr. Tu Shen-ching, seventeenth grandson of Minister Tu of Tienchang. You must have heard of him.” “Is this the Mr. Tu whose poems won him first place last year in the examination for twenty-seven counties in your prefecture?” Chi Wei-hsiao spoke with respect. “I have long wanted to make his acquaintance, but never had the opportunity!”"
76,29,杜慎卿,鲍廷玺,季苇萧又在那里遇见姑丈鲍廷玺，得知鲍廷玺是杜慎卿的仆人。Chi Wei-hsiao also encountered his uncle Pao Ting-hsi there and learned that Pao Ting-hsi was Tu Shen-ching’s servant.,"季苇萧举眼一看，原来就是他姑丈人﹔忙问道：“姑老爷，你怎么也来在这里？”鲍廷玺道：“这是我家十七老爷，我是他门下人，怎么不来？姑爷，你原来也是好相与？” Chi Wei-hsiao saw that it was Pao Ting-hsi. “How do you come to be here, uncle?” he asked. “I am in the service of the Tu family, and this is the seventeenth master. Why shouldn’t I be here? Do you know Mr. Tu too, nephew?”"
77,30,杜慎卿,杜少卿,杜少卿是杜慎卿的堂弟,
77,30,杜少卿,杜慎卿,杜少卿是杜慎卿的堂弟,
78,31,杜少卿,韦四太爷,杜少卿是杜慎卿的堂弟，鲍廷玺本来是想向杜慎卿借钱把班子重新开起来。但是被介绍给了杜少卿。韦四太爷和杜少卿的先父是好友，还让杜少卿找出了原先埋在家里的酒。,人物B:贛州府的兒子是我第二十五個兄弟，他名叫做儀，號叫做少卿，只小得我兩歲，也是一個秀才。我那伯父是個清官，家裏還是祖宗丟下的些田地。伯父去世之後，他不上一萬銀子家私，他是個獃子，自己就像十幾萬的。紋銀九七，他都認不得。又最好做大老官。聽見人向他說些苦，他就大捧出來給人家用。而今你在這裏幫我些時，到秋涼些，我送你些盤纏，投奔他去。包你這千把銀子手到拿來。人物C:韋四太爺道：「你不知道，是你令先大人在江西到任的那一年，我送到船上，尊大人說：『我家裏埋下一罈酒，等我做了官回來，同你老痛飲。』我所以記得。你家裏去問。」
79,32,杜少卿,李大人,先祖的门生,
80,32,杜少卿,娄太爷,韦四太爷辞别的时候。杜少卿赠予他一只玉杯和两件衣服，因为他是先父结拜的兄弟。杜少卿买了自家的地，接济了许多人很多银两，其中包括娄太爷的孙子。娄太爷病重，语重心长劝了杜少卿一番，不要对外人太过于大方。,杜少卿收了這銀子，隨即叫了婁太爺的孫子到書房裏，說道：「你明日要回去？」他答應道：「是，老爹叫我回去。」杜少卿道：「我這裏有一百兩銀子給你，你瞞著不要向你老爹說。你是寡婦母親，你拿著銀子回家去做小生意，養活著。你老爹若是好了，你二叔回家去，我也送他一百兩銀子。」娄太爷对杜少卿说到，像你做這樣慷慨仗義的事，我心裏喜歡﹔只是也要看來說話的是個甚麼樣人。像你這樣做法，都是被人騙了去，沒人報答你的。雖說施恩不望報，卻也不可這般賢否不明。你相與這臧三爺、張俊民，都是沒良心的人。近來又添一個鮑廷璽。做戲的，有甚麼好人？
91,41,杜少卿,庄濯江,武书与杜少卿在南京城遇到了一行人，其中庄濯江是杜少卿父亲的旧交，算起来也是杜少卿的表叔，也是庄绍光的族亲侄子。,杜少卿道：「莫不是莊濯江表叔麼？」那主人道：「豈敢，我便是。」杜少卿道：「小姪當年年幼，不曾會過。今幸會見表叔，失敬了。」從新同莊濯江敘了禮。武書問莊紹光道：「這位老先生可是老先生貴族？」莊徵君笑道：「這還是舍姪，卻是先君受業的弟子。我也和他相別了四十年。近日纔從淮揚來。」
79,32,李大人,杜少卿,先祖的门生,
81,33,李大人,迟衡山,李大人是一个当官的，是杜少卿先祖的门生，推荐杜少卿做官。迟衡山想要为南京第一贤人吴泰伯建一个祠堂，杜少卿听闻后捐了三百两。,杜少卿看了道：「李大人是先祖的門生，原是我的世叔，所以薦舉我。我怎麼敢當？但大人如此厚意，我即刻料理起身，到轅門去謝。」遲衡山道：「我們這南京，古今第一個賢人是吳泰伯，卻並不曾有個專祠。那文昌殿、關帝廟，到處都有。小弟意思要約些朋友，各捐幾何，蓋一所泰伯祠，春秋兩仲，用古禮古樂致祭﹔借此，大家習學禮樂，成就出些人才，也可以助一助政教。但建造這祠，須數千金。我表了個手卷在此，願捐的寫在上面。少卿兄，你願出多少？」杜少卿大喜道：「這是該的！」接過手卷，放開寫道：「天長杜儀捐銀三百兩。」
82,34,邓老爷,庄绍光,邓老爷乃是县里来的一个官，是李大人吩咐来劝杜少卿去做官的。邓老爷邀请杜少卿来家里，杜少卿却装病推辞。庄绍光进京赴任，路上遇到了响马（强盗）。,小廝道：「他說少爺的文書已經到了，李大老爺吩咐縣裏鄧老爺請少爺到京裏去做官。鄧老爺現住在承恩寺。差人說，請少爺在家裏，鄧老爺自己上門來請。」莊紹光道：「我們與山林隱逸不同﹔既然奉旨召我，君臣之禮是傲不得的。你但放心，我就回來，斷不為老萊子之妻所笑。」
82,34,庄绍光,邓老爷,邓老爷乃是县里来的一个官，是李大人吩咐来劝杜少卿去做官的。邓老爷邀请杜少卿来家里，杜少卿却装病推辞。庄绍光进京赴任，路上遇到了响马（强盗）。,小廝道：「他說少爺的文書已經到了，李大老爺吩咐縣裏鄧老爺請少爺到京裏去做官。鄧老爺現住在承恩寺。差人說，請少爺在家裏，鄧老爺自己上門來請。」莊紹光道：「我們與山林隱逸不同﹔既然奉旨召我，君臣之禮是傲不得的。你但放心，我就回來，斷不為老萊子之妻所笑。」
83,35,庄绍光,迟衡山,庄绍光要于十一日进殿朝见皇帝，皇帝还赐给他禁中乘马的恩典，他却被小人陷害，被放了蝎子在自己的帽子里。因拜访的人络绎不绝，庄征君与妻子连夜搬到元武湖。迟衡山、杜少卿和众人商议谁人来作祠堂的主祭，都说要个大圣人来作。,「莊尚志著於十一日便殿朝見，特賜禁中乘馬。欽此。」到二月半間，遲衡山約同馬純上、蘧駪夫、季葦蕭、蕭金鉉、金東崖，在杜少卿河房裏商議祭泰伯祠之事。眾人道：「卻是尋那一位做個主祭？」遲衡山道：「這所祭的是個大聖人，須得是個聖賢之徒來主祭，方為不愧。如今必須尋這一個人。
84,36,庄绍光,虞博士,苏州府常熟县，出了个文人虞博士，在祁太公的帮助下，到五十岁时中了进士。由于皇帝觉得他年事已高，就派去南京做了个闲官儿。他本人确很高兴，见到了杜少卿，还托杜少卿引荐，又见到了庄绍光。庄绍光与虞博士二人相见恨晚，当下就结拜了。,又過了三年，虞博士五十歲了，借了楊家一個姓嚴的管家跟著，再進京去會試。這科就中了進士，殿試在二甲，朝廷要將他選做翰林。那知這些進士，也有五十歲的，也有六十歲的，履歷上多寫的不是實在年紀﹔只有他寫的是實在年庚，五十歲。天子看見，說道：「這虞育德年紀老了，著他去做一個閒官罷。」；虞博士又說起仰慕莊徵君，今日無緣，不曾會著。杜少卿道：「他不知道，小姪和他說去。」虞博士告別去了。杜少卿道：「這人大是不同，不但無學博氣，尤其無進士氣。他襟懷沖淡，上而伯夷、柳下惠，下而陶靖節一流人物。你會見他便知。」莊徵君聽了，便去回拜。兩人一見如故。虞博士愛莊徵君的恬適﹔莊徵君愛虞博士的渾雅。兩人結為性命之交。
84,36,虞博士,庄绍光,苏州府常熟县，出了个文人虞博士，在祁太公的帮助下，到五十岁时中了进士。由于皇帝觉得他年事已高，就派去南京做了个闲官儿。他本人确很高兴，见到了杜少卿，还托杜少卿引荐，又见到了庄绍光。庄绍光与虞博士二人相见恨晚，当下就结拜了。,又過了三年，虞博士五十歲了，借了楊家一個姓嚴的管家跟著，再進京去會試。這科就中了進士，殿試在二甲，朝廷要將他選做翰林。那知這些進士，也有五十歲的，也有六十歲的，履歷上多寫的不是實在年紀﹔只有他寫的是實在年庚，五十歲。天子看見，說道：「這虞育德年紀老了，著他去做一個閒官罷。」；虞博士又說起仰慕莊徵君，今日無緣，不曾會著。杜少卿道：「他不知道，小姪和他說去。」虞博士告別去了。杜少卿道：「這人大是不同，不但無學博氣，尤其無進士氣。他襟懷沖淡，上而伯夷、柳下惠，下而陶靖節一流人物。你會見他便知。」莊徵君聽了，便去回拜。兩人一見如故。虞博士愛莊徵君的恬適﹔莊徵君愛虞博士的渾雅。兩人結為性命之交。
85,37,虞博士,郭铁山,泰伯祠的祭祀大典与四月一日开始，头一天晚上虞博士就被请过来斋戒一天，各种祭祀用的乐器演奏者以及舞者，都已经准备好。行礼要行三次，分别是主祭、亚献和终献。武书把虞博士做的好事都给杜少卿说与了一番，杜少卿见到了郭铁山，一个有名的孝子。,虞博士道：「先生這個議論，我怎麼敢當？只是禮樂大事，自然也願觀光。請問定在幾時？」遲衡山道：「四月初一日。先一日就請老先生到來祠中齋戒一宿，以便行禮。」；杜少卿出來相見作揖，問：「這位先生尊姓？」武書道：「這位先生姓郭，名力，字鐵山。二十年走遍天下，尋訪父親，有名的郭孝子。」杜少卿聽了這話，從新見禮，奉郭孝子上坐，便問：「太老先生如何數十年不知消息？」郭孝子不好說。
85,37,郭铁山,虞博士,泰伯祠的祭祀大典与四月一日开始，头一天晚上虞博士就被请过来斋戒一天，各种祭祀用的乐器演奏者以及舞者，都已经准备好。行礼要行三次，分别是主祭、亚献和终献。武书把虞博士做的好事都给杜少卿说与了一番，杜少卿见到了郭铁山，一个有名的孝子。,虞博士道：「先生這個議論，我怎麼敢當？只是禮樂大事，自然也願觀光。請問定在幾時？」遲衡山道：「四月初一日。先一日就請老先生到來祠中齋戒一宿，以便行禮。」；杜少卿出來相見作揖，問：「這位先生尊姓？」武書道：「這位先生姓郭，名力，字鐵山。二十年走遍天下，尋訪父親，有名的郭孝子。」杜少卿聽了這話，從新見禮，奉郭孝子上坐，便問：「太老先生如何數十年不知消息？」郭孝子不好說。
86,38,郭铁山,尤知县,尤知县在听闻了郭孝子的事迹后很钦佩，还赠五十两盘缠与他。郭孝子找到了海月禅林客堂，见到了老方丈，把寻找父亲的事情给他说了，老方丈也很牵挂。郭孝子在路上遇到了大老虎，还有一个不知道是什么的凶兽，侥幸逃命了。郭孝子在成都府找到了自己父亲，是个方丈老和尚，哪想到父亲根本不认他，任凭他哭，也把他赶了出去。,尤公道：「先生，這公事我就要去的，後日纔得回來。但要屈留先生三日，等我回來，有幾句話請教。況先生此去往成都，我有個故人在成都，也要帶封書子去。先生萬不可推辭。」郭孝子道：「老先生如此說，怎好推辭，只是賤性山野，不能在衙門裏住。貴治若有甚麼菴堂，送我去住兩天罷。」尤公道：「菴雖有，也窄﹔我這裏有個海月禪林，那和尚是個善知識，送先生到那裏去住罷。」；老和尚道：「我貧僧自小出家，那裏來的這個兒子？」郭孝子放聲大哭道：「父親不認兒子，兒子到底是要認父親的！」三番五次，纏的老和尚急了，說道：「你是何處光棍，敢來鬧我們！快出去！我要關山門！」郭孝子跪在地下慟哭，不肯出去。和尚道：「你再不出去，我就拿刀來殺了你！」郭孝子伏在地下哭道：「父親就殺了兒子，兒子也是不出去的！」老和尚大怒，雙手把郭孝子拉起來，提著郭孝子的領子，一路推搡出門，便關了門進去，再也叫不應。
87,38,郭铁山,老和尚,郭孝子找到了海月禅林客堂，见到了老方丈，把寻找父亲的事情给他说了，老方丈也很牵挂。郭孝子在路上遇到了大老虎，还有一个不知道是什么的凶兽，侥幸逃命了。郭孝子在成都府找到了自己父亲，是个方丈老和尚，哪想到父亲根本不认他，任凭他哭，也把他赶了出去。,
87,38,老和尚,郭铁山,郭孝子找到了海月禅林客堂，见到了老方丈，把寻找父亲的事情给他说了，老方丈也很牵挂。郭孝子在路上遇到了大老虎，还有一个不知道是什么的凶兽，侥幸逃命了。郭孝子在成都府找到了自己父亲，是个方丈老和尚，哪想到父亲根本不认他，任凭他哭，也把他赶了出去。,
88,39,老和尚,萧云仙,老和尚本有一劫，但听了那老妇人的话，找到了救他的少年。那少年用弹弓击退了恶和尚，救下了老人。原来这少年便是萧昊轩之子萧云仙，他遇见了背着自己父亲骸骨的郭孝子。,老婦人道：「離此處有一里多路，有個小小山岡，叫做明月嶺。你從我這屋後山路過去，還可以近得幾步。你到那嶺上，有一個少年在那裏打彈子。你卻不要問他，只雙膝跪在他面前。等他問你，你再把這些話向他說。只有這一個人還可以救你。你速去求他。卻也還拿不穩。設若這個人還不能救你，我今日說破這個話，連我的性命只好休了！」老和尚聽了，戰戰兢兢，將葫蘆裏打滿了酒，謝了老婦人，在屋後攀藤附葛上去。；那人驚道：「成都二十裏外東山有一位蕭昊軒先生，可是尊府？」蕭雲仙驚道：「這便是家父。老先生怎麼知道？」那人道：「原來就是尊翁。」便把自己姓名說下，並因甚來四川：「在同官縣會見縣令尤公，曾有一書與尊大人。我因尋親念切，不曾繞路到尊府。長兄，你方纔救的這老和尚，我卻也認得他。不想邂逅相逢。看長兄如此英雄，便是昊軒先生令郎。可敬！可敬！」
88,39,萧云仙,老和尚,老和尚本有一劫，但听了那老妇人的话，找到了救他的少年。那少年用弹弓击退了恶和尚，救下了老人。原来这少年便是萧昊轩之子萧云仙，他遇见了背着自己父亲骸骨的郭孝子。,老婦人道：「離此處有一里多路，有個小小山岡，叫做明月嶺。你從我這屋後山路過去，還可以近得幾步。你到那嶺上，有一個少年在那裏打彈子。你卻不要問他，只雙膝跪在他面前。等他問你，你再把這些話向他說。只有這一個人還可以救你。你速去求他。卻也還拿不穩。設若這個人還不能救你，我今日說破這個話，連我的性命只好休了！」老和尚聽了，戰戰兢兢，將葫蘆裏打滿了酒，謝了老婦人，在屋後攀藤附葛上去。；那人驚道：「成都二十裏外東山有一位蕭昊軒先生，可是尊府？」蕭雲仙驚道：「這便是家父。老先生怎麼知道？」那人道：「原來就是尊翁。」便把自己姓名說下，並因甚來四川：「在同官縣會見縣令尤公，曾有一書與尊大人。我因尋親念切，不曾繞路到尊府。長兄，你方纔救的這老和尚，我卻也認得他。不想邂逅相逢。看長兄如此英雄，便是昊軒先生令郎。可敬！可敬！」
89,40,萧云仙,沈大年,萧云仙是一个好官，在当地兴修水利，多种树，深受百姓们的爱戴。并且门下收了个叫沈先生、沈大年的人，给当地的小孩开学堂教书，一教就是好几年。,蕭雲仙向眾百姓道：「我和你們眾百姓在此痛飲一天，也是緣法。而今上賴皇恩，下托你們眾百姓的力，開墾了這許多田地，也是我姓蕭的在這裏一番。我如今親自手種一顆柳樹，你們眾百姓每人也種一顆，或雜些桃花、杏花，亦可記著今日之事。」眾百姓歡聲如雷，一個個都在大路上栽了桃、柳；蕭雲仙攜了沈先生的手，同到公廨裏來。備酒飯款待沈先生，說起要請他教書的話。先生應允了。蕭雲仙又道：「只得先生一位，教不來。」便將帶來駐防的二三千多兵內，揀那認得字多的兵選了十個，託沈先生每日指授他些書理。開了十個學堂，把百姓家略聰明的孩子都養在學堂裏讀書。
90,40,萧云仙,武书,萧云仙的父亲萧昊轩从此去世了，萧云仙读到了武书的诗，当即找人去国子监打听他是哪位，便来见面。,那日，便問運丁道：「你們可曉的這裏有一個姓武，名書，號正字的是個甚麼人？」旗丁道：「小的卻不知道。老爺問他，卻為甚麼？」蕭雲仙道：「我在廣武衛看見他的詩，急於要會他。」
91,41,庄濯江,杜少卿,武书与杜少卿在南京城遇到了一行人，其中庄濯江是杜少卿父亲的旧交，算起来也是杜少卿的表叔，也是庄绍光的族亲侄子。,杜少卿道：「莫不是莊濯江表叔麼？」那主人道：「豈敢，我便是。」杜少卿道：「小姪當年年幼，不曾會過。今幸會見表叔，失敬了。」從新同莊濯江敘了禮。武書問莊紹光道：「這位老先生可是老先生貴族？」莊徵君笑道：「這還是舍姪，卻是先君受業的弟子。我也和他相別了四十年。近日纔從淮揚來。」
92,41,沈琼枝,沈大年,沈琼枝是沈大年的女儿，因嫁到别人家里并没有被好好对待，于是一个人出来靠着卖诗当手艺在南京生活，也算得个奇人。,沈先生聽了這話，向女兒瓊枝道：「我們只說到了這裏，權且住下，等他擇吉過門，怎麼這等大模大樣？看來這等光景竟不是把你當作正室了。這頭親事，還是就得就不得？女兒，你也須自己主張。」沈瓊枝道：「爹爹，你請放心。我家又不曾寫立文書，得他身價，為甚麼肯去伏低做小！他既如此排場，爹爹若是和他吵鬧起來，倒反被外人議論。我而今一乘轎子，抬到他家裏去，看他怎模樣看待我。；沈瓊枝住在王府塘房子裏，也同房主人娘子去燒香回來。沈瓊枝自從來到南京，掛了招牌，也有來求詩的，也有來買斗方的，也有來託刺繡的。
93,43,汤镇台,别庄燕,苗疆作乱，汤镇台趁着过年的时间领兵出发，又设下计谋，大破了苗军。别庄燕是苗民首领，也被汤镇台拿下。可是在上报军情的时候，汤镇台遭小人陷害，被连降三级。,湯總鎮得了大勝，檢點這三營、兩協人馬，無大損傷，唱著凱歌，回鎮遠府。
94,44,汤镇台,汤老六,汤老六是汤镇台的侄子,後來見他開口就說是「稟老爺」，湯鎮臺怒道：「你這下流！胡說！我是你叔父，你怎麼叔父不叫，稱呼老爺？」講到兩個公子身上，他又叫「大爺」、「二爺」。湯鎮臺大怒道：「你這匪類！更該死了！你的兩個兄弟，你不教訓照顧他，怎麼叫大爺、二爺！」
95,44,萧柏泉,余有达,萧柏泉和汤镇台是好友关系，汤镇台称萧柏泉为“世兄”，而萧柏泉则称汤镇台为“世叔”，余有达是萧柏泉给汤镇台介绍来给汤家二公子教书做学问的,那一日，門上人進來稟道：「揚州蕭二相公來拜。」湯鎮臺道：「這是我蕭世兄。我會著還認他不得哩。」連忙教請進來。蕭柏泉進來見禮。；到下午，鎮臺自己出來說，要請一位先生替兩個公子講舉業。蕭柏泉道：「小姪近來有個看會文的先生，是五河縣人，姓余，名特，字有達﹔是一位明經先生，舉業其實好的。今年在一個鹽務人家做館，他不甚得意。世叔若要請先生，只有這個先生好。世叔寫一聘書，著一位世兄同小姪去會過余先生，就可以同來。每年館穀，也不過五六十金。」
